AvgBasket,OrdersPerMonth,DaysSinceLast,LinesPerOrder,TrueType
130.84,1.29,8.27,7.28,bulk buyers
161.05,3.39,39.71,3.33,unclassifiable
43.72,3.29,6.39,4.06,weekly regulars
21.14,1.41,47.64,1.52,bargain hunters
44.11,0.35,15.85,1.07,lapsed
30.42,8.04,13.67,4.22,weekly regulars
18.92,0.29,85.01,0.94,lapsed
70.31,6.95,81.76,1.02,unclassifiable
23.9,7.25,9.68,3.1,weekly regulars
26.73,8.51,15.7,4.35,weekly regulars
22.66,2.63,54.05,1.39,bargain hunters
35.82,11.02,13.42,3.36,weekly regulars
10.6,1.53,50.14,1.61,bargain hunters
14.81,2.81,44.15,2.13,bargain hunters
15.26,0.99,40.39,1.3,bargain hunters
26.54,0.25,87.45,1.15,lapsed
34.6,7.99,18.14,3.77,weekly regulars
30.46,9.53,16.28,3.51,weekly regulars
11.77,1.67,47.61,1.47,bargain hunters
33.36,7.0,11.63,3.92,weekly regulars
22.04,0.53,93.83,0.96,lapsed
17.79,2.87,48.08,1.23,bargain hunters
97.04,2.0,7.02,4.37,bulk buyers
26.51,8.72,14.52,3.56,weekly regulars
31.84,11.66,7.77,2.63,weekly regulars
147.33,1.39,9.09,8.12,bulk buyers
139.06,3.01,20.91,2.6,unclassifiable
38.99,5.4,19.04,3.78,weekly regulars
20.34,0.2,55.62,1.82,lapsed
19.89,2.94,49.8,1.51,bargain hunters
16.47,2.9,38.55,0.83,bargain hunters
23.87,1.93,33.07,1.65,bargain hunters
25.69,0.59,69.65,0.94,lapsed
57.47,6.91,8.78,3.05,weekly regulars
39.46,7.64,7.91,2.91,weekly regulars
27.97,5.91,7.58,4.55,weekly regulars
21.22,1.04,27.13,1.32,bargain hunters
27.3,2.69,33.5,1.67,bargain hunters
24.2,1.88,61.54,1.33,bargain hunters
26.92,10.62,13.3,3.08,weekly regulars
18.59,2.49,24.17,2.13,bargain hunters
35.05,0.54,79.54,0.88,lapsed
28.11,0.32,53.33,1.42,lapsed
18.54,0.43,89.67,1.46,lapsed
21.24,0.27,21.0,1.08,lapsed
43.37,6.49,17.47,3.81,weekly regulars
29.07,9.58,12.17,3.64,weekly regulars
23.91,0.33,25.2,1.03,lapsed
37.44,0.34,93.73,1.0,lapsed
144.86,0.31,10.8,4.19,bulk buyers
19.65,2.17,41.81,1.28,bargain hunters
175.3,1.18,9.51,5.92,bulk buyers
14.25,1.52,44.81,1.26,bargain hunters
42.83,10.97,13.73,2.97,weekly regulars
31.08,0.44,62.41,0.94,lapsed
38.93,8.26,7.86,4.73,weekly regulars
15.59,0.37,30.1,1.62,bargain hunters
40.19,15.37,14.66,3.41,weekly regulars
20.54,0.42,32.81,1.06,lapsed
36.16,10.74,10.34,4.05,weekly regulars
29.27,12.04,15.66,3.52,weekly regulars
44.52,9.07,11.68,3.06,weekly regulars
120.95,1.49,5.7,7.38,bulk buyers
11.67,1.8,47.49,1.5,bargain hunters
16.11,2.41,67.54,1.38,bargain hunters
108.85,1.64,3.11,3.11,bulk buyers
47.77,5.24,18.15,4.26,weekly regulars
44.53,8.27,12.53,4.5,weekly regulars
131.56,1.78,8.34,6.82,bulk buyers
267.52,6.62,89.13,1.77,unclassifiable
11.59,3.11,16.8,1.66,bargain hunters
131.7,1.52,10.85,4.93,bulk buyers
117.53,0.98,9.97,6.76,bulk buyers
127.21,1.38,6.81,5.33,bulk buyers
70.09,3.14,36.1,0.88,unclassifiable
42.0,7.89,13.31,1.83,weekly regulars
23.39,0.33,65.35,0.64,lapsed
101.01,0.95,12.43,7.56,bulk buyers
25.96,2.18,59.78,1.29,bargain hunters
15.81,1.69,47.89,1.87,bargain hunters
35.35,11.43,15.58,1.99,weekly regulars
66.75,2.04,9.41,6.86,bulk buyers
17.61,1.54,61.27,0.88,bargain hunters
27.83,1.63,35.37,1.84,bargain hunters
34.42,5.65,15.48,4.11,weekly regulars
26.51,0.33,64.54,1.37,lapsed
34.19,6.76,20.71,2.32,unclassifiable
96.23,1.16,3.67,6.46,bulk buyers
33.72,6.38,9.54,4.16,weekly regulars
23.95,0.45,84.55,0.85,lapsed
24.66,3.66,82.4,1.82,bargain hunters
5.96,2.13,45.38,1.21,bargain hunters
24.97,5.21,12.13,3.44,weekly regulars
33.62,12.06,14.71,2.2,weekly regulars
126.38,1.03,7.05,4.64,bulk buyers
123.11,1.65,7.87,5.48,bulk buyers
16.54,2.3,58.4,1.3,bargain hunters
242.12,1.25,14.05,5.31,bulk buyers
27.41,2.45,49.69,1.79,bargain hunters
58.29,6.47,16.43,1.79,weekly regulars
7.92,2.35,37.19,1.28,bargain hunters
31.17,7.02,16.2,3.27,weekly regulars
37.3,6.97,13.96,3.16,weekly regulars
32.5,10.55,11.74,2.86,weekly regulars
14.2,0.44,40.01,0.45,lapsed
11.75,1.31,41.27,1.07,bargain hunters
11.78,2.31,77.6,1.47,bargain hunters
31.06,11.12,5.51,3.98,weekly regulars
18.86,1.35,38.39,1.44,bargain hunters
26.65,0.28,70.54,1.37,lapsed
40.01,6.77,15.66,1.84,weekly regulars
8.26,1.48,22.55,1.52,bargain hunters
31.42,9.53,14.5,3.18,weekly regulars
190.03,9.14,34.94,1.27,unclassifiable
40.42,12.1,14.06,1.86,weekly regulars
154.16,1.62,3.17,5.58,bulk buyers
76.11,0.96,7.03,6.77,bulk buyers
106.87,1.4,12.78,5.56,bulk buyers
18.72,2.97,27.38,1.64,bargain hunters
38.59,8.08,10.0,3.33,weekly regulars
18.53,0.28,44.15,1.04,lapsed
50.67,12.37,8.23,4.99,weekly regulars
63.75,6.99,10.77,3.5,weekly regulars
25.18,2.52,55.47,1.55,bargain hunters
12.39,2.58,47.14,1.77,bargain hunters
173.92,2.28,9.89,7.14,bulk buyers
40.02,11.38,7.41,4.59,weekly regulars
28.45,5.98,17.78,0.84,weekly regulars
156.69,1.54,6.55,5.61,bulk buyers
25.11,2.14,58.83,1.28,bargain hunters
109.25,1.36,3.32,5.38,bulk buyers
97.11,1.7,12.13,5.4,bulk buyers
88.74,1.58,13.14,5.5,bulk buyers
35.17,10.92,13.63,2.69,weekly regulars
146.41,0.51,78.84,1.92,unclassifiable
25.56,0.37,78.93,0.95,lapsed
11.6,0.18,57.56,1.33,lapsed
17.81,1.79,34.97,1.15,bargain hunters
69.06,1.0,14.44,5.18,bulk buyers
25.21,4.97,17.67,3.85,weekly regulars
31.36,8.25,14.64,3.07,weekly regulars
23.33,2.64,48.59,1.05,bargain hunters
15.83,1.6,59.42,1.63,bargain hunters
14.04,1.67,29.49,0.29,unclassifiable
33.02,10.51,14.72,4.31,weekly regulars
36.58,7.53,11.14,3.64,weekly regulars
15.48,0.34,75.89,1.14,lapsed
22.93,9.32,10.02,4.18,weekly regulars
13.54,1.37,53.46,1.92,bargain hunters
17.39,0.53,72.28,0.63,lapsed
19.18,1.62,62.5,1.04,bargain hunters
129.18,2.1,10.07,6.73,bulk buyers
15.41,1.74,48.28,1.1,bargain hunters
174.6,1.24,11.36,8.91,bulk buyers
51.45,13.51,17.57,3.7,weekly regulars
16.19,0.41,71.78,1.52,lapsed
21.07,10.95,10.17,2.19,weekly regulars
221.75,0.29,47.41,4.76,unclassifiable
104.21,1.46,0.27,1.62,unclassifiable
18.27,2.57,24.59,0.85,bargain hunters
24.07,0.23,74.77,1.33,lapsed
21.73,10.09,8.13,3.18,weekly regulars
38.76,9.26,2.79,2.9,weekly regulars
29.19,0.89,20.38,0.15,unclassifiable
15.12,1.54,58.21,1.36,bargain hunters
39.47,5.48,8.99,1.69,weekly regulars
41.21,5.08,10.57,4.91,weekly regulars
29.95,5.38,11.9,3.83,weekly regulars
125.13,0.74,10.36,7.21,bulk buyers
42.37,8.98,8.91,2.75,weekly regulars
17.95,0.17,53.91,0.84,lapsed
174.46,4.6,27.9,4.29,unclassifiable
200.45,1.35,11.41,4.72,bulk buyers
20.88,0.66,71.43,1.2,lapsed
38.32,0.37,72.8,1.11,lapsed
24.87,11.99,9.14,3.17,weekly regulars
27.44,6.53,13.32,3.74,weekly regulars
23.44,2.24,44.89,1.65,bargain hunters
153.0,1.37,10.86,4.47,bulk buyers
39.37,12.37,8.43,3.49,weekly regulars
111.85,1.81,9.27,8.17,bulk buyers
29.84,8.32,15.96,3.4,weekly regulars
13.68,0.46,52.57,0.88,lapsed
11.0,1.4,45.14,1.12,bargain hunters
23.47,1.73,56.3,1.35,bargain hunters
11.81,1.63,59.24,1.75,bargain hunters
31.44,0.3,77.14,1.19,lapsed
33.39,8.38,15.4,3.03,weekly regulars
25.08,0.34,69.64,0.92,lapsed
23.08,7.29,4.62,2.74,weekly regulars
141.98,1.73,3.95,7.96,bulk buyers
19.3,2.79,41.85,2.15,bargain hunters
43.41,4.4,29.72,3.64,unclassifiable
9.42,1.58,45.34,1.8,bargain hunters
154.09,1.13,8.57,4.44,bulk buyers
205.66,1.59,7.63,6.12,bulk buyers
12.3,2.25,38.77,1.89,bargain hunters
52.19,7.49,11.81,1.66,weekly regulars
38.19,7.01,15.35,2.67,weekly regulars
38.14,8.46,11.9,0.84,weekly regulars
15.27,2.06,62.23,1.36,bargain hunters
124.29,1.8,5.32,6.25,bulk buyers
22.46,2.1,66.86,1.97,bargain hunters
42.63,11.89,10.52,3.08,weekly regulars
120.48,1.48,12.29,6.94,bulk buyers
16.61,0.45,46.31,1.07,lapsed
48.54,6.04,17.68,2.32,weekly regulars
45.04,8.91,6.97,3.45,weekly regulars
41.02,6.02,10.88,3.74,weekly regulars
27.96,0.59,50.74,1.64,lapsed
42.26,12.41,8.0,5.2,weekly regulars
44.49,5.15,13.13,2.95,weekly regulars
36.14,9.72,15.77,2.75,weekly regulars
24.62,0.39,99.87,0.71,lapsed
28.67,9.29,11.06,1.88,weekly regulars
30.56,11.78,13.04,2.63,weekly regulars
33.77,8.42,14.6,4.04,weekly regulars
20.19,1.63,53.68,1.22,bargain hunters
53.66,12.54,12.06,3.54,weekly regulars
77.48,0.54,4.78,6.75,bulk buyers
33.8,11.41,17.58,1.76,weekly regulars
17.33,0.33,94.39,0.77,lapsed
20.97,10.61,5.71,2.66,weekly regulars
17.39,0.42,68.51,1.22,lapsed
22.11,2.76,50.82,1.01,bargain hunters
39.62,12.12,9.47,3.16,weekly regulars
9.92,0.44,44.87,0.94,lapsed
67.48,0.8,17.16,4.37,bulk buyers
35.72,7.23,11.69,4.93,weekly regulars
132.55,1.12,14.13,4.71,bulk buyers
15.57,2.15,48.54,1.68,bargain hunters
20.68,0.3,98.95,1.15,lapsed
127.49,1.64,9.23,6.33,bulk buyers
20.3,2.87,37.75,2.03,bargain hunters
27.82,8.46,11.04,3.51,weekly regulars
128.59,1.87,8.22,5.45,bulk buyers
22.68,7.66,10.49,2.07,weekly regulars
15.24,1.12,55.22,1.09,bargain hunters
15.39,0.52,77.9,0.98,lapsed
20.55,8.97,12.35,2.4,weekly regulars
111.68,1.02,6.8,8.69,bulk buyers
41.84,11.19,14.46,3.53,weekly regulars
35.72,9.9,13.68,3.75,weekly regulars
27.56,0.29,66.42,0.95,lapsed
21.23,1.51,27.82,1.24,bargain hunters
20.64,2.33,62.11,1.01,bargain hunters
23.23,2.32,60.46,2.07,bargain hunters
30.95,6.83,10.89,2.9,weekly regulars
178.87,1.03,6.49,3.64,bulk buyers
108.47,1.02,9.2,6.01,bulk buyers
239.87,1.92,11.07,5.61,bulk buyers
28.3,6.81,10.73,3.7,weekly regulars
20.61,6.27,11.24,4.29,weekly regulars
42.09,9.63,18.7,3.07,weekly regulars
26.86,6.33,15.17,2.89,weekly regulars
30.81,1.86,44.19,1.41,bargain hunters
28.95,0.41,87.14,0.85,lapsed
25.61,8.73,10.21,2.07,weekly regulars
38.11,9.12,16.95,2.8,weekly regulars
87.2,0.99,10.11,5.9,bulk buyers
29.76,8.18,12.82,3.66,weekly regulars
12.2,2.92,49.7,1.5,bargain hunters
12.25,0.4,74.16,0.5,lapsed
164.81,2.0,2.03,5.89,bulk buyers
20.7,1.64,50.7,1.23,bargain hunters
16.18,0.39,78.35,0.84,lapsed
29.37,1.67,52.39,2.08,bargain hunters
31.29,0.47,56.85,0.87,lapsed
10.97,0.46,62.09,1.13,lapsed
22.34,0.38,72.73,1.44,lapsed
34.0,0.32,79.82,1.17,lapsed
25.1,0.04,77.86,1.29,lapsed
37.72,0.43,80.46,1.28,lapsed
35.32,5.34,7.39,3.25,weekly regulars
116.04,2.2,12.83,6.97,bulk buyers
22.74,2.4,33.69,1.21,bargain hunters
22.33,0.44,61.69,1.39,lapsed
12.14,0.59,106.73,0.55,lapsed
26.87,10.55,7.57,2.64,weekly regulars
141.75,1.68,11.84,2.48,bulk buyers
26.31,11.36,10.69,1.52,weekly regulars
108.57,1.08,7.5,8.33,bulk buyers
21.5,0.41,37.85,1.15,lapsed
53.44,7.4,14.82,3.26,weekly regulars
146.47,1.7,0.77,5.64,bulk buyers
121.35,1.26,8.89,6.63,bulk buyers
10.66,2.98,24.19,1.48,bargain hunters
39.1,8.62,10.63,2.93,weekly regulars
121.55,0.92,12.43,2.84,bulk buyers
32.47,2.19,11.97,3.39,weekly regulars
13.19,2.13,34.99,1.44,bargain hunters
158.84,1.82,11.61,4.15,bulk buyers
19.99,8.55,18.08,3.43,weekly regulars
46.61,7.1,12.77,4.25,weekly regulars
212.38,1.6,7.39,7.23,bulk buyers
19.5,2.04,40.71,1.58,bargain hunters
13.72,0.42,17.42,1.19,lapsed
67.67,1.21,13.33,4.8,bulk buyers
20.16,2.73,29.19,1.4,bargain hunters
27.68,10.02,13.78,2.94,weekly regulars
34.35,9.83,5.28,3.15,weekly regulars
133.06,1.55,8.32,4.98,bulk buyers
16.43,2.77,10.76,1.3,bargain hunters
32.73,5.85,12.97,2.69,weekly regulars
66.21,4.9,5.28,3.74,weekly regulars
27.67,7.79,13.39,2.3,weekly regulars
21.07,1.45,43.84,0.73,bargain hunters
22.5,0.32,67.59,0.89,lapsed
23.56,0.36,33.83,0.94,lapsed
43.37,6.16,9.4,3.36,weekly regulars
35.85,8.49,15.56,2.8,weekly regulars
151.73,1.67,5.2,4.48,bulk buyers
21.69,7.37,11.56,3.35,weekly regulars
37.94,8.56,9.24,2.84,weekly regulars
13.31,2.55,40.25,1.42,bargain hunters
27.15,10.86,12.18,2.97,weekly regulars
23.93,1.09,58.68,1.47,bargain hunters
12.87,0.37,86.03,1.52,lapsed
31.46,0.34,60.22,1.04,lapsed
39.04,0.43,102.1,0.93,lapsed
22.86,0.47,72.0,1.05,lapsed
32.11,0.42,36.24,1.2,lapsed
23.92,7.1,10.95,3.86,weekly regulars
29.31,9.4,13.3,4.07,weekly regulars
150.84,1.5,8.88,3.89,bulk buyers
29.58,11.21,12.96,2.67,weekly regulars
26.69,0.13,119.73,1.12,lapsed
29.29,6.23,15.14,3.62,weekly regulars
32.33,9.15,9.57,4.75,weekly regulars
105.16,1.69,8.35,3.98,bulk buyers
12.92,6.18,20.46,2.05,unclassifiable
40.17,8.33,12.88,2.22,weekly regulars
20.25,0.39,52.77,1.35,lapsed
18.1,2.65,39.37,1.77,bargain hunters
16.96,1.72,65.65,1.25,bargain hunters
100.76,1.21,7.54,8.39,bulk buyers
17.86,2.69,57.18,1.53,bargain hunters
82.42,1.52,5.05,7.09,bulk buyers
24.3,0.23,86.52,0.9,lapsed
26.81,4.07,10.09,4.34,weekly regulars
145.54,1.62,4.25,5.34,bulk buyers
221.69,1.06,9.78,5.85,bulk buyers
40.23,7.46,17.39,2.9,weekly regulars
18.03,2.24,37.41,1.24,bargain hunters
12.19,0.42,79.37,1.04,lapsed
9.91,2.21,41.97,1.45,bargain hunters
13.44,0.59,54.94,0.88,lapsed
27.09,0.39,53.63,1.18,lapsed
116.29,1.29,8.51,5.13,bulk buyers
122.91,1.43,9.9,1.59,bulk buyers
47.82,12.45,10.84,3.87,weekly regulars
21.77,0.6,55.37,0.99,bargain hunters
20.03,2.94,45.3,0.88,bargain hunters
51.96,12.06,23.23,3.03,unclassifiable
42.07,8.62,5.36,2.99,weekly regulars
18.8,0.19,64.69,1.0,lapsed
23.76,9.8,9.87,4.33,weekly regulars
13.15,1.55,54.47,1.04,bargain hunters
98.0,1.15,12.94,5.55,bulk buyers
15.79,1.64,11.52,1.47,bargain hunters
20.28,1.47,48.17,1.53,bargain hunters
20.38,9.44,18.71,3.59,weekly regulars
13.37,0.43,29.0,1.26,lapsed
29.19,13.07,13.57,4.07,weekly regulars
31.69,8.3,52.02,2.83,unclassifiable
85.38,1.64,6.87,6.16,bulk buyers
14.69,1.89,15.28,1.5,bargain hunters
82.09,1.78,8.95,5.13,bulk buyers
29.16,7.55,12.08,1.97,weekly regulars
19.86,0.44,46.41,0.92,lapsed
54.92,1.08,9.98,6.32,bulk buyers
40.95,0.39,101.16,0.78,lapsed
19.67,1.93,43.07,1.46,bargain hunters
114.23,1.96,8.47,6.12,bulk buyers
9.95,3.11,34.53,0.68,bargain hunters
103.32,1.34,10.79,5.53,bulk buyers
21.81,1.64,35.3,2.32,bargain hunters
11.28,1.84,19.3,2.0,bargain hunters
39.16,0.35,62.51,1.39,lapsed
108.14,7.14,30.58,2.61,unclassifiable
32.61,3.54,92.01,0.41,unclassifiable
13.27,1.3,46.81,1.93,bargain hunters
36.3,0.34,82.12,1.18,lapsed
22.3,0.48,69.88,0.96,lapsed
11.59,2.57,21.73,0.94,bargain hunters
22.52,3.0,47.07,1.13,bargain hunters
92.11,2.78,37.58,5.22,unclassifiable
14.18,0.33,94.58,1.61,lapsed
105.27,2.01,6.18,5.78,bulk buyers
26.22,2.0,34.36,2.13,bargain hunters
14.76,0.42,78.48,0.7,lapsed
148.97,1.41,6.04,6.34,bulk buyers
35.43,8.06,8.78,2.73,weekly regulars
119.8,1.84,7.78,7.35,bulk buyers
16.63,3.03,40.43,0.91,bargain hunters
35.94,9.1,8.77,2.75,weekly regulars
128.82,1.24,13.71,4.69,bulk buyers
35.32,11.0,13.15,1.84,weekly regulars
21.09,0.44,73.97,1.49,lapsed
104.88,1.27,11.69,5.47,bulk buyers
23.42,0.49,104.51,1.08,lapsed
21.21,2.33,43.83,1.86,bargain hunters
27.19,7.3,8.18,4.37,weekly regulars
31.81,0.38,44.74,1.3,lapsed
166.79,1.38,12.44,8.36,bulk buyers
108.55,1.78,6.6,6.07,bulk buyers
147.08,1.69,6.74,7.84,bulk buyers
25.23,3.2,49.23,1.1,bargain hunters
131.1,1.51,10.84,6.34,bulk buyers
21.16,5.91,79.43,0.41,unclassifiable
153.73,2.14,9.84,5.58,bulk buyers
16.67,0.26,92.35,1.15,lapsed
140.63,1.47,9.28,7.41,bulk buyers
36.09,8.63,14.85,2.86,weekly regulars
17.26,9.31,11.03,3.66,weekly regulars
12.95,2.53,60.77,1.34,bargain hunters
23.81,3.08,11.28,2.47,weekly regulars
145.61,5.34,85.71,5.13,unclassifiable
30.81,4.33,10.42,1.8,weekly regulars
16.92,2.3,46.68,1.77,bargain hunters
15.21,2.09,50.62,1.46,bargain hunters
31.62,0.39,50.26,1.53,lapsed
35.12,9.59,3.91,2.54,weekly regulars
110.68,1.21,5.41,7.11,bulk buyers
33.55,0.49,59.45,0.88,lapsed
