InvoiceNo,StockCode,Description,Category,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
536788,S1002,Espresso Beans 1kg,Beans,12,2024-11-12,24.0,12331.0,United Kingdom
536788,S1001,Ceramic Mug,Merch,2,2024-11-12,8.75,12331.0,United Kingdom
536789,S1005,Decaf Beans 1kg,Beans,6,2024-11-05,22.5,12314.0,United Kingdom
C536790,S1000,Cold Brew Concentrate,Beverage,-2,2024-11-21,12.5,12205.0,United Kingdom
536790,S1002,Espresso Beans 1kg,Beans,9,2024-11-21,24.0,12205.0,United Kingdom
536791,S1001,Ceramic Mug,Merch,5,2024-11-17,8.75,12168.0,United Kingdom
536791,S1001,Ceramic Mug,Merch,6,2024-11-17,8.75,12168.0,United Kingdom
536791,S1003,Paper Filters x100,Supplies,6,2024-11-17,4.25,12168.0,United Kingdom
536792,S1006,Milk Frother,Equipment,9,2024-11-07,31.0,12224.0,Netherlands
536792,S1007,Gift Card,Other,7,2024-11-07,25.0,12224.0,Netherlands
536793,S1005,Decaf Beans 1kg,Beans,4,2024-11-15,22.5,12106.0,United Kingdom
536793,S1002,Espresso Beans 1kg,Beans,3,2024-11-15,24.0,12106.0,United Kingdom
536793,S1002,Espresso Beans 1kg,Beans,1,2024-11-15,24.0,12106.0,United Kingdom
536794,S1007,Gift Card,Other,11,2024-11-27,25.0,12092.0,Germany
536795,S1002,Espresso Beans 1kg,Beans,8,2024-11-18,24.0,12235.0,United Kingdom
536795,S1006,Milk Frother,Equipment,12,2024-11-18,31.0,12235.0,United Kingdom
536795,S1002,Espresso Beans 1kg,Beans,9,2024-11-18,24.0,12235.0,United Kingdom
536796,S1001,Ceramic Mug,Merch,11,2024-11-20,8.75,12136.0,Germany
536796,S1002,Espresso Beans 1kg,Beans,1,2024-11-20,24.0,12136.0,Germany
536796,S1000,Cold Brew Concentrate,Beverage,7,2024-11-20,12.5,12136.0,Germany
536797,S1004,Travel Tumbler,Merch,2,2024-11-03,18.9,12373.0,Ireland
536797,S1006,Milk Frother,Equipment,2,2024-11-03,31.0,12373.0,Ireland
536798,S1001,Ceramic Mug,Merch,8,2024-11-11,8.75,12144.0,United Kingdom
536798,S1000,Cold Brew Concentrate,Beverage,7,2024-11-11,12.5,12144.0,United Kingdom
536799,S1003,Paper Filters x100,Supplies,4,2024-11-18,4.25,12258.0,France
536800,S1004,Travel Tumbler,Merch,5,2024-11-16,18.9,,United Kingdom
536801,S1002,Espresso Beans 1kg,Beans,4,2024-11-25,24.0,12164.0,Netherlands
536801,S1003,Paper Filters x100,Supplies,10,2024-11-25,4.25,12164.0,Netherlands
536802,S1001,Ceramic Mug,Merch,4,2024-11-25,8.75,,Netherlands
536803,S1002,Espresso Beans 1kg,Beans,8,2024-11-07,24.0,12078.0,United Kingdom
536803,S1004,Travel Tumbler,Merch,8,2024-11-07,18.9,12078.0,United Kingdom
536803,S1006,Milk Frother,Equipment,4,2024-11-07,31.0,12078.0,United Kingdom
536804,S1004,Travel Tumbler,Merch,2,2024-11-06,18.9,12204.0,Ireland
C536805,S1006,Milk Frother,Equipment,-5,2024-11-02,31.0,12269.0,France
536805,S1004,Travel Tumbler,Merch,4,2024-11-02,18.9,12269.0,France
536805,S1004,Travel Tumbler,Merch,12,2024-11-02,18.9,12269.0,France
536806,S1001,Ceramic Mug,Merch,2,2024-11-08,8.75,12252.0,Germany
536807,S1007,Gift Card,Other,5,2024-11-13,25.0,12321.0,Netherlands
536807,S1004,Travel Tumbler,Merch,8,2024-11-13,18.9,12321.0,Netherlands
536808,S1006,Milk Frother,Equipment,10,2024-11-17,31.0,12329.0,Ireland
536808,S1007,Gift Card,Other,12,2024-11-17,25.0,12329.0,Ireland
536809,S1001,Ceramic Mug,Merch,9,2024-11-02,8.75,12302.0,United Kingdom
536810,S1001,Ceramic Mug,Merch,10,2024-11-27,8.75,12250.0,Netherlands
536811,S1000,Cold Brew Concentrate,Beverage,1,2024-11-12,12.5,12045.0,Germany
536811,S1007,Gift Card,Other,8,2024-11-12,25.0,12045.0,Germany
536811,S1001,Ceramic Mug,Merch,4,2024-11-12,8.75,12045.0,Germany
C536812,S1000,Cold Brew Concentrate,Beverage,-11,2024-11-11,12.5,12124.0,Ireland
536812,S1006,Milk Frother,Equipment,2,2024-11-11,31.0,12124.0,Ireland
536812,S1002,Espresso Beans 1kg,Beans,11,2024-11-11,24.0,12124.0,Ireland
536813,S1001,Ceramic Mug,Merch,2,2024-11-22,8.75,12167.0,United Kingdom
536814,S1002,Espresso Beans 1kg,Beans,1,2024-11-17,24.0,12238.0,United Kingdom
536814,S1005,Decaf Beans 1kg,Beans,6,2024-11-17,22.5,12238.0,United Kingdom
536815,S1003,Paper Filters x100,Supplies,12,2024-11-02,4.25,12360.0,Germany
536816,S1004,Travel Tumbler,Merch,11,2024-11-10,18.9,12352.0,United Kingdom
536816,S1004,Travel Tumbler,Merch,5,2024-11-10,18.9,12352.0,United Kingdom
536817,S1003,Paper Filters x100,Supplies,6,2024-11-28,4.25,12136.0,United Kingdom
536817,S1001,Ceramic Mug,Merch,4,2024-11-28,8.75,12136.0,United Kingdom
536818,S1002,Espresso Beans 1kg,Beans,7,2024-11-11,24.0,12009.0,United Kingdom
536818,S1004,Travel Tumbler,Merch,4,2024-11-11,18.9,12009.0,United Kingdom
536819,S1000,Cold Brew Concentrate,Beverage,10,2024-11-15,12.5,12204.0,United Kingdom
536819,S1006,Milk Frother,Equipment,8,2024-11-15,31.0,12204.0,United Kingdom
536819,S1001,Ceramic Mug,Merch,5,2024-11-15,8.75,12204.0,United Kingdom
536820,S1006,Milk Frother,Equipment,9,2024-11-03,31.0,12391.0,Ireland
536820,S1003,Paper Filters x100,Supplies,9,2024-11-03,4.25,12391.0,Ireland
536820,S1003,Paper Filters x100,Supplies,2,2024-11-03,4.25,12391.0,Ireland
536821,S1002,Espresso Beans 1kg,Beans,11,2024-11-11,24.0,12337.0,Germany
536821,S1002,Espresso Beans 1kg,Beans,2,2024-11-11,24.0,12337.0,Germany
536821,S1003,Paper Filters x100,Supplies,7,2024-11-11,4.25,12337.0,Germany
536822,S1004,Travel Tumbler,Merch,6,2024-11-03,18.9,12167.0,France
536822,S1007,Gift Card,Other,4,2024-11-03,25.0,12167.0,France
536823,S1001,Ceramic Mug,Merch,5,2024-11-04,8.75,12095.0,United Kingdom
536824,S1006,Milk Frother,Equipment,3,2024-11-13,31.0,12321.0,United Kingdom
536825,S1003,Paper Filters x100,Supplies,1,2024-11-21,4.25,12206.0,Germany
536826,S1007,Gift Card,Other,7,2024-11-10,25.0,12272.0,Ireland
536826,S1002,Espresso Beans 1kg,Beans,2,2024-11-10,24.0,12272.0,Ireland
536826,S1005,Decaf Beans 1kg,Beans,12,2024-11-10,22.5,12272.0,Ireland
536827,S1007,Gift Card,Other,6,2024-11-04,25.0,12264.0,United Kingdom
536828,S1001,Ceramic Mug,Merch,10,2024-11-09,8.75,12012.0,United Kingdom
536828,S1002,Espresso Beans 1kg,Beans,9,2024-11-09,24.0,12012.0,United Kingdom
536828,S1003,Paper Filters x100,Supplies,4,2024-11-09,4.25,12012.0,United Kingdom
536829,S1005,Decaf Beans 1kg,Beans,9,2024-11-15,22.5,12124.0,United Kingdom
536829,S1003,Paper Filters x100,Supplies,1,2024-11-15,4.25,12124.0,United Kingdom
536830,S1002,Espresso Beans 1kg,Beans,1,2024-12-26,24.0,12399.0,United Kingdom
536830,S1004,Travel Tumbler,Merch,1,2024-12-26,18.9,12399.0,United Kingdom
536830,S1006,Milk Frother,Equipment,2,2024-12-26,31.0,12399.0,United Kingdom
536831,S1006,Milk Frother,Equipment,6,2024-12-12,31.0,12227.0,Netherlands
536832,S1006,Milk Frother,Equipment,4,2024-12-20,31.0,12277.0,United Kingdom
536832,S1002,Espresso Beans 1kg,Beans,6,2024-12-20,24.0,12277.0,United Kingdom
536833,S1007,Gift Card,Other,9,2024-12-03,25.0,12248.0,France
536833,S1003,Paper Filters x100,Supplies,6,2024-12-03,4.25,12248.0,France
536833,S1002,Espresso Beans 1kg,Beans,8,2024-12-03,24.0,12248.0,France
536834,S1005,Decaf Beans 1kg,Beans,5,2024-12-23,22.5,12279.0,United Kingdom
536834,S1007,Gift Card,Other,6,2024-12-23,25.0,12279.0,United Kingdom
536834,S1003,Paper Filters x100,Supplies,3,2024-12-23,4.25,,United Kingdom
536835,S1004,Travel Tumbler,Merch,12,2024-12-25,18.9,12115.0,United Kingdom
536835,S1003,Paper Filters x100,Supplies,5,2024-12-25,4.25,12115.0,United Kingdom
536835,S1006,Milk Frother,Equipment,3,2024-12-25,31.0,12115.0,United Kingdom
536836,S1005,Decaf Beans 1kg,Beans,1,2024-12-16,22.5,12364.0,United Kingdom
536836,S1006,Milk Frother,Equipment,8,2024-12-16,31.0,12364.0,United Kingdom
536836,S1003,Paper Filters x100,Supplies,4,2024-12-16,4.25,12364.0,United Kingdom
536837,S1004,Travel Tumbler,Merch,9,2024-12-14,18.9,12000.0,United Kingdom
536837,S1003,Paper Filters x100,Supplies,6,2024-12-14,4.25,12000.0,United Kingdom
536838,S1004,Travel Tumbler,Merch,3,2024-12-15,18.9,12285.0,Ireland
536839,S1002,Espresso Beans 1kg,Beans,12,2024-12-12,24.0,12080.0,Germany
536840,S1000,Cold Brew Concentrate,Beverage,12,2024-12-25,12.5,12201.0,Germany
536840,S1002,Espresso Beans 1kg,Beans,10,2024-12-25,24.0,12201.0,Germany
536840,S1000,Cold Brew Concentrate,Beverage,5,2024-12-25,12.5,12201.0,Germany
536841,S1001,Ceramic Mug,Merch,9,2024-12-20,8.75,12144.0,Netherlands
536841,S1007,Gift Card,Other,11,2024-12-20,25.0,12144.0,Netherlands
536842,S1004,Travel Tumbler,Merch,11,2024-12-14,18.9,12098.0,Germany
536842,S1002,Espresso Beans 1kg,Beans,8,2024-12-14,24.0,12098.0,Germany
536842,S1001,Ceramic Mug,Merch,12,2024-12-14,8.75,12098.0,Germany
536843,S1001,Ceramic Mug,Merch,5,2024-12-02,8.75,12312.0,United Kingdom
536844,S1001,Ceramic Mug,Merch,3,2024-12-25,8.75,12230.0,United Kingdom
536845,S1006,Milk Frother,Equipment,10,2024-12-12,31.0,12297.0,Germany
536845,S1003,Paper Filters x100,Supplies,9,2024-12-12,4.25,12297.0,Germany
536846,S1003,Paper Filters x100,Supplies,5,2024-12-20,4.25,12351.0,France
536846,S1006,Milk Frother,Equipment,3,2024-12-20,31.0,12351.0,France
536847,S1002,Espresso Beans 1kg,Beans,2,2024-12-10,24.0,12075.0,United Kingdom
536847,S1001,Ceramic Mug,Merch,6,2024-12-10,8.75,12075.0,United Kingdom
536847,S1003,Paper Filters x100,Supplies,5,2024-12-10,4.25,12075.0,United Kingdom
536848,S1005,Decaf Beans 1kg,Beans,2,2024-12-13,22.5,12044.0,Netherlands
536848,S1004,Travel Tumbler,Merch,4,2024-12-13,18.9,12044.0,Netherlands
536849,S1003,Paper Filters x100,Supplies,2,2024-12-05,4.25,12049.0,United Kingdom
536849,S1001,Ceramic Mug,Merch,9,2024-12-05,8.75,12049.0,United Kingdom
536850,S1001,Ceramic Mug,Merch,9,2024-12-19,8.75,12060.0,France
536850,S1003,Paper Filters x100,Supplies,6,2024-12-19,4.25,12060.0,France
536851,S1003,Paper Filters x100,Supplies,3,2024-12-09,4.25,12021.0,United Kingdom
536851,S1003,Paper Filters x100,Supplies,5,2024-12-09,4.25,12021.0,United Kingdom
536852,S1006,Milk Frother,Equipment,3,2024-12-17,31.0,12136.0,Netherlands
536853,S1006,Milk Frother,Equipment,11,2024-12-22,31.0,12382.0,United Kingdom
536853,S1004,Travel Tumbler,Merch,11,2024-12-22,18.9,12382.0,United Kingdom
536854,S1007,Gift Card,Other,3,2024-12-28,25.0,12144.0,Germany
536854,S1003,Paper Filters x100,Supplies,9,2024-12-28,4.25,12144.0,Germany
536854,S1007,Gift Card,Other,9,2024-12-28,25.0,12144.0,Germany
536855,S1004,Travel Tumbler,Merch,3,2024-12-05,18.9,12249.0,United Kingdom
536856,S1004,Travel Tumbler,Merch,12,2024-12-08,18.9,12084.0,United Kingdom
536856,S1004,Travel Tumbler,Merch,2,2024-12-08,18.9,12084.0,United Kingdom
536857,S1007,Gift Card,Other,12,2024-12-16,25.0,12217.0,United Kingdom
536857,S1000,Cold Brew Concentrate,Beverage,1,2024-12-16,12.5,12217.0,United Kingdom
536857,S1005,Decaf Beans 1kg,Beans,12,2024-12-16,22.5,12217.0,United Kingdom
536858,S1003,Paper Filters x100,Supplies,8,2024-12-16,4.25,12010.0,Germany
536859,S1002,Espresso Beans 1kg,Beans,12,2024-12-19,24.0,12276.0,United Kingdom
536859,S1000,Cold Brew Concentrate,Beverage,1,2024-12-19,12.5,12276.0,United Kingdom
536859,S1001,Ceramic Mug,Merch,1,2024-12-19,8.75,12276.0,United Kingdom
536860,S1006,Milk Frother,Equipment,7,2024-12-09,31.0,12109.0,United Kingdom
536861,S1003,Paper Filters x100,Supplies,6,2024-12-24,4.25,12222.0,United Kingdom
536861,S1004,Travel Tumbler,Merch,7,2024-12-24,18.9,12222.0,United Kingdom
536861,S1005,Decaf Beans 1kg,Beans,3,2024-12-24,22.5,12222.0,United Kingdom
536862,S1007,Gift Card,Other,6,2024-12-28,25.0,12341.0,Germany
536863,S1000,Cold Brew Concentrate,Beverage,5,2024-12-17,12.5,12349.0,United Kingdom
536863,S1004,Travel Tumbler,Merch,3,2024-12-17,18.9,12349.0,United Kingdom
536863,S1001,Ceramic Mug,Merch,8,2024-12-17,8.75,12349.0,United Kingdom
536864,S1003,Paper Filters x100,Supplies,9,2024-12-08,4.25,12342.0,United Kingdom
536864,S1007,Gift Card,Other,4,2024-12-08,25.0,12342.0,United Kingdom
536865,S1002,Espresso Beans 1kg,Beans,1,2024-12-10,24.0,12342.0,Germany
536866,S1001,Ceramic Mug,Merch,1,2024-12-06,8.75,12103.0,United Kingdom
536866,S1004,Travel Tumbler,Merch,3,2024-12-06,18.9,12103.0,United Kingdom
536866,S1005,Decaf Beans 1kg,Beans,2,2024-12-06,22.5,12103.0,United Kingdom
536867,S1003,Paper Filters x100,Supplies,7,2024-12-15,4.25,12246.0,France
536867,S1004,Travel Tumbler,Merch,2,2024-12-15,18.9,12246.0,France
536868,S1007,Gift Card,Other,4,2024-12-28,25.0,12323.0,Germany
536868,S1000,Cold Brew Concentrate,Beverage,7,2024-12-28,12.5,12323.0,Germany
536869,S1003,Paper Filters x100,Supplies,11,2024-12-16,4.25,12262.0,Ireland
536869,S1007,Gift Card,Other,10,2024-12-16,25.0,12262.0,Ireland
536869,S1000,Cold Brew Concentrate,Beverage,4,2024-12-16,12.5,,Ireland
536870,S1000,Cold Brew Concentrate,Beverage,1,2024-12-26,12.5,12025.0,France
536870,S1004,Travel Tumbler,Merch,1,2024-12-26,18.9,12025.0,France
536870,S1006,Milk Frother,Equipment,1,2024-12-26,31.0,12025.0,France
536871,S1004,Travel Tumbler,Merch,9,2024-12-04,18.9,12170.0,Germany
536871,S1005,Decaf Beans 1kg,Beans,7,2024-12-04,22.5,12170.0,Germany
536871,S1000,Cold Brew Concentrate,Beverage,6,2024-12-04,12.5,12170.0,Germany
536872,S1004,Travel Tumbler,Merch,5,2024-12-26,18.9,12348.0,United Kingdom
536872,S1002,Espresso Beans 1kg,Beans,5,2024-12-26,24.0,12348.0,United Kingdom
536873,S1003,Paper Filters x100,Supplies,10,2024-12-01,4.25,12225.0,United Kingdom
536873,S1002,Espresso Beans 1kg,Beans,8,2024-12-01,24.0,12225.0,United Kingdom
536873,S1002,Espresso Beans 1kg,Beans,4,2024-12-01,24.0,12225.0,United Kingdom
536874,S1005,Decaf Beans 1kg,Beans,12,2024-12-04,22.5,12065.0,United Kingdom
536874,S1007,Gift Card,Other,3,2024-12-04,25.0,12065.0,United Kingdom
536874,S1000,Cold Brew Concentrate,Beverage,11,2024-12-04,12.5,12065.0,United Kingdom
C536875,S1000,Cold Brew Concentrate,Beverage,-10,2024-12-03,12.5,12244.0,Germany
536875,S1007,Gift Card,Other,1,2024-12-03,25.0,12244.0,Germany
536876,S1005,Decaf Beans 1kg,Beans,9,2024-12-23,22.5,12093.0,United Kingdom
536876,S1002,Espresso Beans 1kg,Beans,11,2024-12-23,24.0,12093.0,United Kingdom
536877,S1002,Espresso Beans 1kg,Beans,8,2024-12-09,24.0,12298.0,United Kingdom
C536878,S1001,Ceramic Mug,Merch,-2,2024-12-19,8.75,12081.0,Germany
536878,S1002,Espresso Beans 1kg,Beans,5,2024-12-19,24.0,12081.0,Germany
536878,S1000,Cold Brew Concentrate,Beverage,5,2024-12-19,12.5,,Germany
536879,S1007,Gift Card,Other,8,2024-12-17,25.0,12372.0,United Kingdom
536879,S1002,Espresso Beans 1kg,Beans,10,2024-12-17,24.0,12372.0,United Kingdom
536879,S1005,Decaf Beans 1kg,Beans,7,2024-12-17,22.5,12372.0,United Kingdom
536880,S1000,Cold Brew Concentrate,Beverage,9,2024-12-04,12.5,12360.0,United Kingdom
536880,S1005,Decaf Beans 1kg,Beans,8,2024-12-04,22.5,,United Kingdom
536880,S1003,Paper Filters x100,Supplies,3,2024-12-04,4.25,12360.0,United Kingdom
536881,S1007,Gift Card,Other,8,2024-12-03,25.0,12344.0,United Kingdom
536881,S1006,Milk Frother,Equipment,2,2024-12-03,31.0,12344.0,United Kingdom
536882,S1004,Travel Tumbler,Merch,10,2024-12-24,18.9,12034.0,United Kingdom
536883,S1005,Decaf Beans 1kg,Beans,8,2024-12-27,22.5,12377.0,Germany
536883,S1000,Cold Brew Concentrate,Beverage,5,2024-12-27,12.5,12377.0,Germany
536883,S1002,Espresso Beans 1kg,Beans,10,2024-12-27,24.0,12377.0,Germany
536884,S1004,Travel Tumbler,Merch,3,2024-12-03,18.9,12230.0,Netherlands
536884,S1000,Cold Brew Concentrate,Beverage,4,2024-12-03,12.5,12230.0,Netherlands
536885,S1002,Espresso Beans 1kg,Beans,6,2024-12-05,24.0,12126.0,United Kingdom
536885,S1001,Ceramic Mug,Merch,9,2024-12-05,8.75,12126.0,United Kingdom
536886,S1000,Cold Brew Concentrate,Beverage,2,2024-12-21,12.5,12204.0,Netherlands
536886,S1006,Milk Frother,Equipment,7,2024-12-21,31.0,12204.0,Netherlands
536886,S1007,Gift Card,Other,9,2024-12-21,25.0,,Netherlands
536887,S1001,Ceramic Mug,Merch,11,2024-12-15,8.75,12030.0,United Kingdom
536887,S1002,Espresso Beans 1kg,Beans,6,2024-12-15,24.0,12030.0,United Kingdom
536888,S1005,Decaf Beans 1kg,Beans,7,2024-12-13,22.5,12129.0,France
536889,S1007,Gift Card,Other,9,2024-12-10,25.0,12092.0,Germany
536890,S1000,Cold Brew Concentrate,Beverage,6,2024-12-27,12.5,12132.0,United Kingdom
536890,S1003,Paper Filters x100,Supplies,9,2024-12-27,4.25,12132.0,United Kingdom
536890,S1007,Gift Card,Other,2,2024-12-27,25.0,12132.0,United Kingdom
536891,S1003,Paper Filters x100,Supplies,8,2024-12-21,4.25,12376.0,United Kingdom
536891,S1006,Milk Frother,Equipment,1,2024-12-21,31.0,12376.0,United Kingdom
536892,S1006,Milk Frother,Equipment,5,2024-12-28,31.0,12093.0,United Kingdom
536892,S1000,Cold Brew Concentrate,Beverage,2,2024-12-28,12.5,12093.0,United Kingdom
536892,S1004,Travel Tumbler,Merch,3,2024-12-28,18.9,12093.0,United Kingdom
536893,S1004,Travel Tumbler,Merch,1,2024-12-08,18.9,12093.0,France
536893,S1006,Milk Frother,Equipment,10,2024-12-08,31.0,12093.0,France
536893,S1004,Travel Tumbler,Merch,3,2024-12-08,18.9,12093.0,France
536894,S1007,Gift Card,Other,11,2024-12-25,25.0,12301.0,Ireland
536895,S1001,Ceramic Mug,Merch,9,2024-12-06,8.75,12289.0,Germany
536895,S1002,Espresso Beans 1kg,Beans,12,2024-12-06,24.0,12289.0,Germany
536895,S1001,Ceramic Mug,Merch,5,2024-12-06,8.75,12289.0,Germany
536896,S1000,Cold Brew Concentrate,Beverage,11,2024-12-08,12.5,12308.0,Germany
536897,S1001,Ceramic Mug,Merch,2,2024-12-13,8.75,12271.0,Germany
536897,S1003,Paper Filters x100,Supplies,12,2024-12-13,4.25,12271.0,Germany
536898,S1003,Paper Filters x100,Supplies,8,2024-12-24,4.25,12366.0,Germany
536898,S1004,Travel Tumbler,Merch,7,2024-12-24,18.9,12366.0,Germany
536899,S1001,Ceramic Mug,Merch,3,2024-12-06,8.75,12157.0,Germany
536899,S1000,Cold Brew Concentrate,Beverage,9,2024-12-06,12.5,12157.0,Germany
536899,S1006,Milk Frother,Equipment,5,2024-12-06,31.0,12157.0,Germany
536900,S1005,Decaf Beans 1kg,Beans,6,2024-12-07,22.5,12001.0,United Kingdom
536900,S1002,Espresso Beans 1kg,Beans,11,2024-12-07,24.0,12001.0,United Kingdom
